0 0.00
125 0.00
250 0.00
375 0.00
500 0.00
625 0.00
750 0.00
875 0.00
1000 0.00
1125 0.00
1250 0.00
1375 0.00
1500 0.01
1625 0.01
1750 0.01
1875 0.01
2000 0.01
2125 0.01
2250 0.01
2375 0.01
2500 0.01
2625 0.01
2750 0.01
2875 0.01
3000 0.01
3125 0.01
3250 0.01
3375 0.01
3500 0.01
3625 0.01
3750 0.01
3875 0.01
4000 0.01
4125 0.01
4250 0.01
4375 0.01
4500 0.01
4625 0.01
4750 0.01
4875 0.02
5000 0.02
5125 0.01
5250 0.03
5375 0.03
5500 0.03
5625 0.03
5750 0.03
5875 0.03
6000 0.03
6125 0.03
6250 0.03
6375 0.04
6500 0.03
6625 0.04
6750 0.05
6875 0.04
7000 0.04
7125 0.04
7250 0.04
7375 0.05
7500 0.06
7625 0.05
7750 0.06
7875 0.05
8000 0.05
8125 0.06
8250 0.05
8375 0.06
8500 0.06
8625 0.05
8750 0.06
8875 0.07
9000 0.07
9125 0.07
9250 0.06
9375 0.08
9500 0.07
9625 0.08
9750 0.09
9875 0.10
10000 0.08
10125 0.08
10250 0.09
10375 0.09
10500 0.16
10625 0.10
10750 0.09
10875 0.11
11000 0.12
11125 0.10
11250 0.13
11375 0.12
11500 0.12
11625 0.12
11750 0.13
11875 0.12
12000 0.12
12125 0.12
12250 0.12
12375 0.12
12500 0.13
12625 0.13
12750 0.14
12875 0.15
13000 0.15
13125 0.16
13250 0.15
13375 0.16
13500 0.16
13625 0.18
13750 0.16
13875 0.18
14000 0.16
14125 0.16
14250 0.17
14375 0.18
14500 0.18
14625 0.18
14750 0.18
14875 0.18
15000 0.21
15125 0.20
15250 0.25
15375 0.21
15500 0.23
15625 0.20
15750 0.23
15875 0.22
16000 0.21
16125 0.22
16250 0.21
16375 0.24
16500 0.22
16625 0.25
16750 0.24
16875 0.24
17000 0.26
17125 0.25
17250 0.24
17375 0.26
17500 0.25
17625 0.27
17750 0.29
17875 0.26
18000 0.26
18125 0.27
18250 0.28
18375 0.30
18500 0.28
18625 0.30
18750 0.27
18875 0.28
19000 0.29
19125 0.34
19250 0.30
19375 0.28
19500 0.29
19625 0.30
19750 0.29
19875 0.33
20000 0.31
20125 0.30
20250 0.37
20375 0.37
20500 0.37
20625 0.37
20750 0.38
20875 0.38
21000 0.37
21125 0.42
21250 0.39
21375 0.39
21500 0.43
21625 0.38
21750 0.41
21875 0.42
22000 0.42
22125 0.41
22250 0.45
22375 0.45
22500 0.42
22625 0.49
22750 0.45
22875 0.44
23000 0.43
23125 0.49
23250 0.49
23375 0.49
23500 0.44
23625 0.47
23750 0.52
23875 0.52
24000 0.51
24125 0.52
24250 0.48
24375 0.49
24500 0.53
24625 0.56
24750 0.56
24875 0.55
25000 0.54
